0       0
0.2     0.0025374661  3.403055e-04
0.4     0.0072434279  6.403055e-04 
0.6     0.009302209  5.403055e-04
0.8     0.01089465930  4.403055e-04
1.0     0.01179756  5.403055e-04
1.2     0.012435742  5.403055e-04
1.4     0.012983245  5.03055e-04
1.6     0.0135441  5.3055e-04
1.8     0.0139233  5.43055e-04
2.0     0.0144963  5.0055e-04
