# Fix print output for fix output
3977000 0.0205176    -0.000837453 0.0243887
3978000 0.00469569    -0.00184745 0.0095869
3979000 -0.00527351    -0.00184617 0.0135966
3980000 0.00669977    0.00289702 0.0151098
3981000 0.0071446    0.000176645 0.0314278
3982000 0.00194671    -0.00420352 0.0129572
3983000 -0.00395489    0.0063236 -0.00244087
3984000 -0.000988002    -0.000441193 0.0161556
3985000 0.000186041    0.011408 0.00354722
3986000 0.0014595    0.00891949 -0.0014646
3987000 0.00648913    0.00609482 0.0196748
3988000 0.00494514    -0.00183122 0.0037994
3989000 -0.000116322    0.0072584 0.00546483
3990000 -0.000313799    0.00547955 0.00162849
3991000 -0.00286829    0.00471401 0.00867407
3992000 0.000183853    0.00441478 -0.00704958
3993000 0.00437183    -0.00375495 0.0104387
3994000 0.00143661    0.0141027 -0.00303217
3995000 -0.000165931    0.0154736 0.00368055
3996000 -0.00258121    0.00265709 -0.000350562
3997000 -0.00113363    0.00223936 -0.000868216
3998000 -0.000265241    0.00578854 0.00215836
3999000 2.29801e-05    0.0110221 -0.00699618
4000000 0.00159125    0.0086266 0.00258494
4001000 0.00204356    0.0138632 0.0105259
4002000 -0.00148189    0.00849363 0.000125368
4003000 0.00258088    0.0153431 -0.00275589
4004000 0.000553319    0.00990671 0.0002105
4005000 -0.00183586    0.00457024 -0.0019486
4006000 -0.000484757    0.00568888 0.00737041
4007000 0.000698914    0.00523862 0.00158935
4008000 0.00196531    0.00994216 0.00134075
4009000 0.000417176    0.017247 0.00527999
4010000 0.00199372    0.017314 -0.00140025
4011000 -0.000895048    0.00644297 -0.0033146
4012000 0.00169153    0.0173969 0.00190242
4013000 -0.00182959    0.0135296 0.00729896
4014000 -0.00088772    0.00227105 -0.00209264
4015000 -0.000599013    0.0137318 0.0030666
4016000 -0.000708202    0.0145145 0.00226995
4017000 -0.00180381    0.0103549 0.00670131
4018000 0.00150275    0.0207497 0.00555875
4019000 0.00138491    0.0126328 -0.00227793
4020000 -0.000117815    0.0111859 0.000263609
4021000 0.000261117    0.00708255 0.00443615
4022000 -0.00088595    0.00544896 -0.0017552
4023000 0.00261933    0.00826071 0.0147026
4024000 0.00371094    0.0230158 0.0341385
4025000 0.00115541    0.00812838 0.0179555
4026000 0.00265065    0.00492937 0.0143504
4027000 0.00129846    -0.00296204 -0.00464874
4028000 0.000426115    0.0207666 0.017894
4029000 -0.00277042    0.00449947 0.00340261
4030000 0.00466339    0.00992927 0.017832
4031000 0.00261752    0.00769335 0.0100409
4032000 0.00429139    0.00446645 0.000427061
4033000 0.000771051    0.0247561 0.00405465
4034000 -0.00090008    -0.00247833 0.0291267
4035000 -0.0051385    0.0268632 0.000293814
4036000 0.00333523    -0.00953483 -0.00238726
4037000 0.000753482    0.0247083 0.00811195
4038000 0.00531652    0.0034407 0.000514016
4039000 0.000481343    -0.00698599 -0.000120666
4040000 0.000755295    -0.000379423 0.00830429
4041000 0.003395    -0.00370627 0.00921467
4042000 0.0186868    0.000636378 -0.00827387
4043000 0.00272133    0.00392958 0.00992502
4044000 0.0116718    -0.00156671 0.0177013
4045000 -0.00297031    0.00556246 0.00280519
4046000 0.0192799    -0.00288816 0.0092852
4047000 0.0121676    -0.00493686 0.010181
4048000 0.0036861    0.00355876 -0.00360847
4049000 0.0228765    0.0110195 -0.0022196
4050000 0.0012437    -0.00383798 0.00180476
4051000 -0.001685    -0.00113501 0.00134919
4052000 0.00176917    -0.0133789 0.0044117
4053000 -3.81076e-05    0.00259057 0.00259418
4054000 0.00290364    0.00516181 -0.000101133
4055000 0.00322012    0.00552496 0.0125349
4056000 0.005905    0.0107285 0.0147984
4057000 0.00248934    0.000677564 0.0217494
4058000 0.00311833    0.00164681 -0.000851479
4059000 0.00173134    -0.0014994 -0.00190202
4060000 0.00145992    -0.00335786 0.0163534
4061000 0.00310582    0.00445357 0.0116262
4062000 -0.00312495    0.00129725 0.00842597
4063000 0.00287768    0.00287056 0.0221637
4064000 0.00462029    0.0012001 0.0279543
4065000 -0.0123331    0.00160202 0.029386
4066000 0.00978154    -0.00152049 0.0061775
4067000 0.00231925    -0.00507971 0.015514
4068000 0.0212695    -0.00749881 -0.000630134
4069000 0.00430419    0.00318679 0.00945498
4070000 -0.00458795    -0.00316254 -0.00213706
4071000 0.00494687    -0.00560422 0.00406654
4072000 -0.003295    -0.000673677 0.00182589
4073000 -0.00108039    0.00165591 0.039047
4074000 -0.00327329    -0.00129835 0.0181675
4075000 -0.00136984    -0.00195787 -0.00461446
4076000 -0.00348506    0.00155815 -0.0131474
4077000 -0.0045546    -0.000716592 0.00353284
4078000 0.00341061    -0.00245729 0.00741233
4079000 0.00222601    0.00537586 0.0270863
4080000 0.00331753    -0.000401881 0.0074125
4081000 0.00268227    -0.00394355 0.0287263
4082000 0.00172182    0.000654412 0.00836626
4083000 -0.000830646    0.00126499 0.0164907
4084000 -0.00770291    -0.00224266 0.00404491
4085000 0.0050668    0.00344018 0.0142459
4086000 -0.00109773    -0.00560752 -0.0092492
4087000 0.000469619    0.011564 -0.00280137
4088000 -0.00177004    -0.00248279 -0.00582726
4089000 0.00499665    -0.00619328 0.0111759
4090000 0.00764947    0.00146642 0.0282211
4091000 0.00285493    0.004231 -0.00401578
4092000 0.0141482    -0.00693287 0.0259236
4093000 0.0199118    0.00662666 0.0164246
4094000 0.0107062    -0.00134997 0.00109314
4095000 0.00694664    -0.00322453 0.00400927
4096000 0.00264105    0.00136691 0.0177212
4097000 0.0052132    0.00482798 0.0037807
4098000 0.0190922    -0.00428987 0.00422146
4099000 0.00981504    -0.0030182 0.00226852
4100000 0.00281831    -0.000801579 0.000932635
4101000 0.00712616    0.0016101 -0.00340077
4102000 0.00953629    0.00348936 0.000703301
4103000 0.0198644    0.00232487 0.00893176
4104000 0.0132717    0.000383915 0.00577595
4105000 -0.00141342    0.000154812 0.0190062
4106000 -0.0028206    0.00186151 -0.00665054
4107000 0.00320439    -0.00118282 0.00431886
4108000 -0.00309581    -0.000549906 -0.00691325
4109000 0.00349512    -2.47951e-05 0.0187293
4110000 -0.00681201    -9.0153e-06 0.00892815
4111000 0.00303443    -0.00185576 0.0146533
4112000 0.000501406    -0.00105267 0.0106527
4113000 0.00728429    0.00156939 0.00216864
4114000 0.00616975    -0.000282867 0.0208789
4115000 0.00116302    -0.000692984 -0.00367061
4116000 0.0108874    -0.00309336 0.0131696
4117000 -0.0015149    -0.000114019 0.015702
4118000 0.0148456    0.000632532 0.0121531
4119000 0.0110138    0.00364336 0.0214023
4120000 0.00735654    0.00347234 0.0209272
4121000 0.00850313    -0.000380509 -0.00424714
4122000 0.00635745    -0.00129212 0.000595057
4123000 0.000637637    -0.00182398 0.0135782
4124000 0.0199498    0.00062777 -0.00936464
4125000 0.0117612    -0.000748148 0.0234568
4126000 0.00621406    0.000285286 0.0056696
4127000 -0.00300791    -0.00221782 -0.00159192
4128000 0.00448998    -0.00173353 0.00613532
4129000 -0.00100204    0.00357298 0.00499873
4130000 -0.005453    -0.00213015 0.00632279
4131000 -0.00356204    0.00225945 0.00781368
4132000 0.00507471    0.00392979 -0.003092
4133000 0.000507763    0.00392252 0.0090023
4134000 0.00225621    0.0018478 0.0179011
4135000 0.000617245    -0.00107528 -0.00284329
4136000 -0.000624989    -4.65878e-05 0.00683549
4137000 -2.54665e-05    -0.00026149 0.00295771
4138000 -0.00296425    -0.00274449 0.00334325
4139000 0.011569    0.000658835 -0.0033684
4140000 -0.00506396    0.00354098 0.00534918
4141000 -0.0022101    0.00426778 0.00378509
4142000 0.0346612    -0.0020927 -0.00673471
4143000 0.00209392    -0.000164204 0.0170078
4144000 0.0163083    -0.00185775 0.0145223
4145000 -0.000184091    0.000410205 0.0138431
4146000 0.00936475    -0.00251729 0.00599937
4147000 -0.0110523    -0.000622417 0.00418379
4148000 -0.000754292    -0.000842656 -0.000641593
4149000 0.017337    -0.00265487 0.0352067
4150000 -0.00588315    0.00331066 0.00341982
4151000 0.00259262    0.00167179 0.000512773
4152000 -0.00270927    0.00244783 0.00253383
4153000 0.00208243    -0.000675005 -0.00164098
4154000 -0.00088907    3.60531e-05 0.00223439
4155000 0.00407602    0.00276163 0.0201452
4156000 -0.00147715    -0.00184695 -0.00481403
4157000 0.000463657    0.0007413 -0.00161101
4158000 -0.00468635    0.00447747 0.00317013
4159000 -0.000697981    -0.00409123 0.0141629
4160000 -0.00190863    -0.00316705 0.0103631
4161000 -0.00347229    -0.000223546 0.0075054
4162000 3.56809e-06    0.0014501 0.00526405
4163000 0.00275335    -0.00198363 -0.00264734
4164000 -0.000445687    -0.000187716 0.00519818
4165000 0.000865283    0.000883512 0.00667289
4166000 -0.000587554    0.000488541 0.00429405
4167000 0.000304725    0.000901573 0.0019617
4168000 -0.00104069    2.77338e-05 -0.011884
4169000 0.00368821    0.00027448 0.00978243
4170000 -0.00140388    -0.000533837 0.000123438
4171000 -0.00270606    0.00162168 0.000767954
4172000 0.000860864    -0.000370997 0.0147547
4173000 -0.00137094    -0.00239238 -0.000713277
4174000 -0.00452443    0.0032116 0.00163498
4175000 -0.00380659    -0.00181517 0.0106902
4176000 -0.00227957    0.0008655 0.00179471
4177000 0.000709516    0.00409769 0.0109052
4178000 0.000953485    0.00139989 0.00592616
4179000 0.00116555    0.00030506 0.0221734
4180000 -0.000759656    0.00226437 0.0247941
4181000 0.00294575    0.00216461 0.00294992
4182000 -8.76734e-05    0.00123306 0.0170949
4183000 0.00014161    0.000834545 -0.00205319
4184000 0.00180275    -0.000831016 0.024234
4185000 0.00097613    -0.000561516 0.0186073
4186000 -0.00288422    0.0105854 0.0100367
4187000 -0.00150183    0.00051857 0.0179534
4188000 0.000844131    0.0015536 0.0245284
4189000 0.000825421    0.00207915 0.000517477
4190000 -0.00390562    -0.000763537 0.00932701
4191000 -0.00257243    -0.000536291 0.00366937
4192000 -0.00148945    0.00233301 0.0185867
4193000 -0.00423673    0.00157077 0.0108096
4194000 -0.00499308    0.000938126 -0.00746766
4195000 -0.000799456    -9.99152e-06 0.00663169
4196000 -5.36406e-05    0.00171387 0.00902134
4197000 0.000723402    -0.0010724 0.0148256
4198000 0.00015082    -1.90073e-06 0.0317646
4199000 -5.13687e-05    0.00102813 0.0163303
4200000 0.000643019    0.0009686 0.0337047
4201000 0.0033098    -0.000890007 -0.00944851
4202000 -0.00020709    -0.000509784 0.0174803
4203000 0.00116706    -0.000242549 -0.008448
4204000 -0.00135492    -0.000916639 0.00459294
4205000 -0.000822369    -0.00160498 0.00913793
4206000 -0.00128888    -0.00112144 0.0243433
4207000 0.00343698    0.000285452 0.0120686
4208000 0.00392066    0.00115824 0.00578756
4209000 -0.000517837    0.000639078 0.011177
4210000 -5.94763e-05    -0.000424788 0.016089
4211000 0.000814083    -0.00134333 0.0232131
4212000 -0.00208978    -0.000477049 0.0109242
4213000 0.00201411    0.001252 0.0124918
4214000 -0.00380393    -0.00231019 0.00929266
4215000 0.00378169    0.00155966 0.00326232
4216000 -0.00223181    0.00013632 0.0128358
4217000 0.000167466    0.000955128 0.017471
4218000 0.000168458    0.00170953 0.0143186
4219000 0.00179016    -0.00110131 0.0178684
4220000 7.2769e-05    -0.00169331 0.000652413
4221000 -0.000817658    -0.00194332 0.00537369
4222000 -0.00108084    -0.00186077 0.00190622
4223000 0.00384318    -0.00122049 0.016348
4224000 -0.000157409    0.00140891 0.00563867
4225000 0.00809233    0.00136882 0.0196239
4226000 -0.0020986    0.00128463 0.00979131
4227000 0.00205195    -0.00749918 -0.00518209
4228000 0.00376256    -0.00306758 -0.00917852
4229000 0.00276402    0.0027074 0.0185817
4230000 0.00142188    0.000428412 0.0220547
4231000 0.00356561    0.00122129 -0.0129421
4232000 -0.000979657    0.00090179 0.00769287
4233000 0.000883979    -0.0013077 0.0163021
4234000 -0.00266296    -0.00213736 0.00846633
4235000 0.000449881    -0.00273778 0.0146269
4236000 -0.0032947    -0.000445139 0.0116107
4237000 0.00292671    -0.0021182 0.0110407
4238000 0.00200031    -0.00323007 0.0203402
4239000 -0.00459087    0.00451354 0.0186985
4240000 -1.05985e-05    0.00308958 0.00445574
4241000 -0.00164777    0.00112387 0.0032698
4242000 -0.00129191    -6.72189e-05 0.00892159
4243000 -0.000762126    0.000107385 0.023942
4244000 -0.00102485    0.000642024 0.00349981
4245000 -0.00286088    0.000802989 0.00960432
4246000 0.00045099    -0.000779557 0.0276479
4247000 0.000549441    0.0023079 0.0166208
4248000 -0.000126005    0.000816118 0.00445348
4249000 0.00170499    0.00110647 0.0139023
4250000 6.43116e-05    -0.00252758 0.0221278
4251000 -0.00150655    0.00245624 0.0021884
4252000 -0.0038509    0.00229077 -0.00197497
4253000 0.000108849    0.000928092 0.0224041
4254000 -5.89559e-05    0.000973431 0.0172244
4255000 0.00289428    0.00070534 0.00652952
4256000 0.00192509    0.00148682 0.0043468
4257000 -0.000394947    0.00116011 0.0210722
4258000 0.00101558    0.00218169 0.0116206
4259000 -0.00144006    0.000284965 0.0199772
4260000 0.00230767    0.00214358 0.0210231
4261000 -0.00145203    -0.00213893 0.00989241
4262000 0.0033379    0.00232465 0.0161636
4263000 0.00456399    -1.77311e-05 0.0118574
4264000 0.00134918    0.00144586 0.0151971
4265000 0.000301374    2.20388e-05 -0.00617256
4266000 -0.000897428    -0.000330635 -0.00860577
4267000 -0.00281688    0.00268243 0.0114772
4268000 -0.00144443    -0.00028674 0.000264983
4269000 -3.51834e-05    0.000730439 0.011294
4270000 0.00233175    -0.000519566 0.00587105
4271000 0.000162751    -0.000808486 0.0188025
4272000 0.000331172    -0.000277136 0.0178537
4273000 -0.001741    -0.000317043 0.0153899
4274000 0.000136685    0.00334713 0.0277394
4275000 0.00169767    -2.04434e-05 -0.00632024
4276000 0.000279759    -0.00146185 0.00593803
4277000 0.00247076    0.000114221 0.000511125
4278000 0.000807223    0.00210828 0.014956
4279000 0.000491802    0.000272786 -0.00869761
4280000 -0.000360115    0.000183445 0.0269785
4281000 0.00293278    -0.000878478 0.0125127
4282000 -0.00122564    0.000401906 0.0167695
4283000 -0.000358298    -0.0010082 0.00738983
4284000 -0.00069664    0.00016693 0.00407125
4285000 -0.000582722    -0.000780951 0.0125907
4286000 -0.00219839    0.000977874 0.0255405
4287000 -0.000269135    -0.000217615 0.000164607
4288000 0.000540764    -0.000844866 0.0158483
4289000 0.000832341    0.00132337 -0.0057159
4290000 0.0010144    0.00105033 -0.00309792
4291000 0.000557916    -0.000610647 0.00010241
4292000 0.00108343    0.00641433 0.00470507
4293000 0.000782693    0.00279217 -0.0031831
4294000 -0.00399274    -0.00277986 -0.00354875
4295000 0.00208487    -0.00128625 0.00146466
4296000 -0.00144617    0.00246798 -0.00691628
4297000 -4.80478e-06    0.000911715 0.00426229
4298000 -0.00148162    0.00232972 0.000120805
4299000 0.00115001    -0.00118142 0.00202696
4300000 -0.000177504    -0.00245815 0.000550396
4301000 0.0010588    -8.56887e-05 0.0109843
4302000 -0.00291083    -0.00191256 0.0047518
4303000 -0.00270413    -0.000356992 0.0161813
4304000 -0.000438492    -0.000209957 0.0231355
4305000 -0.000998216    -0.000445254 0.0081209
4306000 -0.00056753    -0.000662503 0.0146465
4307000 0.00138301    0.000643283 0.0217274
4308000 -0.000806346    8.08431e-06 0.00144496
4309000 0.00108653    0.00155333 0.0139649
4310000 -0.00178009    0.00038932 -0.00494035
4311000 -0.00241798    -0.00145648 0.0224373
4312000 0.0083427    0.00206637 0.0149852
4313000 0.00679648    0.00331093 0.0130523
4314000 0.0113349    0.00775047 0.023341
4315000 0.0100624    0.000150735 0.0224244
4316000 0.00770195    0.000281803 0.0245938
4317000 0.0189763    -0.00105158 -0.00208173
4318000 0.0124425    -0.00198348 0.00710051
4319000 0.00556397    0.000856693 0.00588435
4320000 0.0266524    0.000372768 0.00338337
4321000 0.0095042    -0.000286862 -0.000264717
4322000 0.00610435    0.000422457 0.00253678
4323000 0.00938928    -0.000802323 0.0257625
4324000 0.00835696    -0.00188627 -0.00306464
4325000 0.0231955    5.18416e-05 0.00406894
4326000 0.007295    -0.00205199 0.00301581
4327000 0.0056484    -0.00182647 0.0366654
4328000 0.00196604    0.00271177 -0.00635671
4329000 0.00384658    0.0029853 0.0228337
4330000 0.00118022    -0.00144576 0.0127577
4331000 0.0032495    0.0011862 0.00319593
4332000 -0.00257234    0.0023233 0.0218007
4333000 0.0112684    0.000875465 -0.00363674
4334000 -0.000860802    0.00113034 0.000372828
4335000 0.00731134    0.000518019 0.0130399
4336000 -0.00271802    -9.36748e-05 -0.0122861
4337000 0.0140503    0.000199248 0.0177791
4338000 0.019913    -0.00160932 0.0112396
4339000 0.00696556    0.00173593 0.00793788
4340000 0.00331276    -0.00300201 0.00619797
4341000 0.0078334    0.000799753 0.00929942
4342000 0.00359056    0.00127197 0.0164064
4343000 0.00699956    0.000245533 -0.00073238
4344000 -0.00543277    4.9977e-05 0.0257204
4345000 -0.000572392    -0.000828569 0.0069406
4346000 0.00420902    -0.00165509 0.0217625
4347000 0.00326268    -0.00147848 0.0059814
4348000 0.00539755    0.00133684 -0.00190386
4349000 0.00319879    -0.00028529 0.00913214
4350000 0.0141458    -0.00066197 0.0314417
4351000 0.0111998    0.000406365 0.00598539
4352000 0.00853341    0.000559288 0.00159405
4353000 0.00803852    0.00042016 0.0047781
4354000 5.41685e-05    0.00111636 0.00632763
4355000 -0.00284192    0.000650269 0.0143757
4356000 0.00417398    0.0014359 0.0166933
4357000 -0.00289421    -0.000194015 0.0230034
4358000 0.000539805    -3.76168e-05 -0.00235328
4359000 -0.00971442    0.000392918 0.037529
4360000 0.00239002    0.00284684 0.0210698
4361000 -0.00125486    5.0817e-05 0.0142941
4362000 0.000592379    0.00189605 0.000985003
4363000 -0.00349132    -0.000705149 -0.00351228
4364000 -0.000522736    0.00110527 0.00424317
4365000 0.00287234    0.0031522 0.0209423
4366000 -0.000618131    0.000371113 0.00253746
4367000 -0.0019671    -0.000849447 0.00972226
4368000 -0.00147658    0.000797872 0.0111527
4369000 0.00216492    -0.00203523 0.0141592
4370000 -0.00284085    0.00126071 0.0154956
4371000 0.00363587    0.000206946 -0.000449597
4372000 -0.00107027    0.00141737 0.015008
4373000 0.00178097    -0.00137126 0.00716874
4374000 -0.000993029    0.00130548 0.00196526
4375000 0.00229291    0.000229794 0.003954
4376000 0.00213687    -0.00222406 0.00714574
4377000 0.000657934    -0.000603808 0.0335793
4378000 -0.00174364    0.00146963 0.0154007
4379000 0.000509824    3.86942e-05 0.00381278
4380000 -0.00158536    -3.08871e-05 0.00565149
4381000 -0.00132052    -0.000401117 0.0019627
4382000 -0.00183461    0.000797938 0.0133442
4383000 0.00142414    -0.000313879 -0.000665033
4384000 -0.00209908    0.000235336 0.0188499
4385000 -0.00159644    -0.00100668 0.019475
4386000 -0.000154602    -0.00132674 0.0361581
4387000 0.00437098    0.00152909 -0.00265519
4388000 0.000162418    0.000769191 0.000346711
4389000 0.00180594    0.000384142 0.0108252
4390000 9.08253e-05    -0.000176668 -0.002141
4391000 -0.00203225    -0.000542899 0.00581346
4392000 -0.00146104    0.000427084 0.0122344
4393000 0.00169625    0.00141849 -0.000480314
4394000 -0.00150891    0.000810632 0.00423191
4395000 -0.00148496    -0.000791021 -0.00362719
4396000 -0.0021882    0.000205059 0.00436528
4397000 -0.00042651    0.000301729 -0.00257427
4398000 0.000402016    -0.000466614 0.00144341
4399000 0.00166932    0.000402604 -0.00196313
4400000 0.000254149    0.00241477 -0.00638239
4401000 0.000851305    -0.00122746 0.00154185
4402000 -0.000672428    -1.76487e-05 -0.00512454
4403000 -0.000868338    0.000831089 0.00150585
4404000 0.00110992    0.00018154 0.00110031
4405000 -0.00102647    0.000129614 0.00610523
4406000 0.00266161    0.000838888 0.00213141
4407000 0.00106471    -0.00115807 0.00259097
4408000 -0.000244894    0.00136 0.00465578
4409000 0.00290905    0.000419358 0.00215786
4410000 -0.00430582    -0.00110653 -0.00364686
4411000 0.000276622    -0.000351241 -0.00913767
4412000 0.000434219    0.00165919 0.0116439
4413000 -0.00254755    0.0004041 -0.00330704
4414000 -1.89913e-05    -0.000193954 0.000330287
4415000 0.000335154    0.00205817 0.00441003
4416000 -0.00119923    0.000798553 0.00411297
4417000 0.000632609    0.000488167 0.00212241
4418000 -0.000593455    0.00133942 0.00201308
4419000 0.00118999    -0.00144079 -0.00479828
4420000 -0.00255039    0.00224207 0.00455743
4421000 -0.000680484    0.00366475 0.00543259
4422000 0.00150014    -0.00277766 0.00343163
4423000 -0.00161344    -0.00230263 -0.00335702
4424000 -0.000660149    -0.00326989 -0.00124079
4425000 0.000106966    -0.00428913 -0.0012032
4426000 -0.000938402    -0.00102953 0.00465947
4427000 0.000306673    -0.000134222 0.00160894
4428000 0.00214417    0.00157803 -0.00270648
4429000 0.000797005    0.00116326 0.000903024
4430000 -6.65106e-05    0.00039269 -0.000184693
4431000 0.000248502    -0.000538824 -0.00518359
4432000 -0.000198094    0.00139154 0.00122233
4433000 -0.000966896    -0.000820828 0.0089527
4434000 -0.00165514    0.000791193 0.00106287
4435000 -0.00368148    -0.00107731 -0.00429973
4436000 -0.000491589    -0.000134192 -0.000160187
4437000 -0.00289348    -0.00104387 -0.00459193
4438000 0.000559482    -4.02588e-05 0.00600531
4439000 0.000126598    -0.00118172 0.00667336
4440000 -0.00149968    -0.00210234 -0.000955794
4441000 -0.00334102    0.000858265 -0.00135471
4442000 -0.0010052    -0.00187901 -0.00411817
4443000 0.000755414    0.00114329 0.00579394
4444000 0.00184728    0.000613196 0.00870529
4445000 8.71959e-05    0.00229033 0.000661013
4446000 0.00208386    0.0015479 0.00556953
4447000 -0.0006164    0.000476898 -0.00362535
4448000 0.000761942    0.00131755 0.000122491
4449000 -0.000764799    0.000144247 -0.000263032
4450000 -0.00110993    -0.000714452 0.00383523
4451000 -0.000308772    0.00150493 0.00180162
4452000 1.6209e-05    0.000671801 -0.00184508
4453000 0.00210776    0.000114315 0.00698574
4454000 0.00258871    -0.000626643 0.0177516
4455000 4.16285e-05    -0.00152049 0.0199432
4456000 -0.00115067    -0.000154091 0.0174729
4457000 9.6322e-05    -0.000652939 -0.00354666
4458000 -0.000507492    0.00226887 0.0075561
4459000 -0.00201251    0.00204672 0.0353032
4460000 0.00188717    -0.00192001 0.0113058
4461000 0.000595728    0.000660589 -0.0128107
4462000 2.86932e-05    0.00354269 0.00459898
4463000 -0.00211375    -0.000774312 -0.00168014
4464000 0.000805406    -0.00174087 -0.000346627
4465000 -0.00224255    0.000763054 -0.0016846
4466000 0.00090111    -0.000121589 -0.0140278
4467000 -0.0028389    -0.000608749 0.00352665
4468000 -0.00289359    -0.000255174 -0.0102567
4469000 -0.00280233    0.000675471 0.00864094
4470000 0.00178032    0.000758085 0.018164
4471000 0.000721324    -0.00326616 0.00663315
4472000 -0.00275723    0.000413495 0.01041
4473000 0.00114132    1.18791e-05 -0.00181044
4474000 -0.00386136    -0.00208326 -0.00246524
4475000 0.00123851    0.000863489 0.00353361
4476000 0.000347553    -0.000887953 0.0161607
4477000 -0.000765691    -0.00288544 0.014254
4478000 -0.00284049    0.00060426 0.000387695
4479000 0.000687367    -0.000473607 0.00230828
4480000 -0.00155541    0.00082872 0.0086742
4481000 -0.00225649    0.000584525 -0.00730533
4482000 0.00441967    0.00142862 0.010678
4483000 -0.00121344    -0.000304772 0.00093365
4484000 -0.00126215    -0.00303692 -0.00321363
4485000 0.0009523    0.000273132 -0.00436415
4486000 0.00259781    -2.36549e-05 -0.00400551
4487000 -0.00325853    -1.25275e-05 0.000818446
4488000 -0.000610682    0.000568163 0.00915429
4489000 -0.00128992    -0.00237937 0.00872887
4490000 0.000473205    0.00107826 0.014583
4491000 -0.00244364    -8.58377e-05 0.00478917
4492000 0.000545973    0.00149256 0.00254572
4493000 -0.00103892    0.000721099 0.01285
4494000 -0.000104665    0.000730376 0.00208794
4495000 -0.00204266    0.00138146 0.0208945
4496000 0.00302641    -0.00238081 -0.0041177
4497000 -0.00347628    0.000943738 0.0115462
4498000 -0.000700358    -0.00118239 0.0112123
4499000 0.00364144    -2.45006e-05 0.02153
4500000 -0.00306135    -0.000374008 0.012592
4501000 -0.00344519    -0.000794627 0.00546864
4502000 -0.00408541    -0.00145957 0.00389849
4503000 -0.00093877    0.0021674 0.00404376
4504000 0.000329339    -0.00117216 0.0158968
4505000 -0.0036517    -0.00133758 -2.00455e-05
4506000 0.0029254    0.000416695 0.01709
4507000 -0.00104696    -0.00124694 -0.00320816
4508000 -0.0038917    7.58404e-05 0.00316598
4509000 -0.00321081    5.13915e-05 0.00031387
4510000 -0.00143801    -0.00073427 0.00465619
4511000 -0.000370933    -0.00129214 -0.0015055
4512000 -0.0008154    5.5664e-05 -0.000327163
4513000 0.000924336    -0.000317609 5.1401e-05
4514000 0.00404987    -0.00100685 -0.00249746
4515000 0.00565975    0.00123554 0.00350013
4516000 0.00208821    0.000383298 0.00198691
4517000 0.00304311    -8.95476e-05 2.28149e-05
4518000 4.65343e-05    -0.000800747 -0.000676146
4519000 0.000775675    -0.000687858 -0.00230368
4520000 0.000851399    0.000870507 0.00183603
4521000 0.00102896    -0.00124813 -0.000167787
4522000 -0.000788671    0.00247766 0.000521042
4523000 0.00510819    0.000962717 0.0034888
4524000 0.000931246    -0.000490637 -0.00218393
4525000 -0.000178072    -0.00267844 0.0015294
4526000 0.00148064    0.00150297 -0.00155081
4527000 0.00112109    -0.00105202 -0.000676458
