# Radial distribution function (50 data points):
# "Pair separation distance" 1-1 1-2 1-3 1-4 1-5 2-2 2-3 2-4 2-5 3-3 3-4 3-5 4-4 4-5 5-5
2.7 0.0 0.0 0.1015789389 0.0 0.2377457543 0.0 1.1712359469 0.8206359242 0.6090513822 0.0985007892 2.4710871453 3.4183984135 3.9199389016 1.7053924132 2.2495850484 
2.9 14.4092527352 0.0 0.1814498493 0.0047744376 1.1387033722 7.2046263676 1.0913674757 2.1986285237 0.7965353428 0.234817452 1.2668174483 3.3930336681 6.4905774237 1.4347042667 2.033644652 
3.1 0.0 0.0 0.2568824761 0.0 1.3625263811 0.0 0.9492975139 1.9175652391 0.7613503532 0.2241883428 0.8524059752 2.5878599704 1.8425100894 1.403896326 1.5189493681 
3.3 0.0 0.0 0.5028573798 0.1063223039 0.9996140308 0.0 0.9057615509 1.0899572602 0.8332165523 0.3956910529 0.5973715573 1.2205554659 0.5527552637 1.3899522282 1.1986138677 
3.5 0.0 4.9468109227 0.8354614003 0.3294595744 0.9397520198 0.0 0.9343976187 0.3871013407 1.0905494369 0.454373744 0.4283520834 0.5551093326 0.2593887631 1.3764549441 0.8804879875 
3.7 0.0 0.0 1.1886243455 1.8202159888 1.1848760271 0.0 0.8377752283 0.3454156852 1.294025428 0.4984024842 0.330503897 0.3999292718 0.2274457159 0.7876036906 0.6310160631 
3.9 0.0 0.0 1.7162127678 3.5279837124 0.8246777444 1.9921644338 0.7540711301 0.7181825394 1.2491183445 0.8263793207 0.2710787036 0.4215801916 0.169026121 0.3968439362 0.5118026955 
4.1 0.0 0.0 1.9841786905 1.7153823624 0.6546166675 0.0 0.9113068346 0.9673912371 1.3195861534 0.9293326841 0.3838506493 0.4841933502 0.2251369886 0.3742783692 0.4505114634 
4.3 0.0 0.0 1.9823794268 0.6360564086 1.0438637758 0.0 1.2758608559 0.9777964482 1.1950041006 0.9905827387 0.55605159 0.6139736306 0.2737766433 0.5017799046 0.4279379393 
4.5 0.0 5.9856737827 1.4908761551 0.9701763062 1.4493144853 0.0 1.4033079646 1.5545959686 0.8843148767 1.0641197836 0.9043960387 0.7397800931 0.5086458835 0.6697170799 0.5224463532 
4.7 0.0 0.0 1.0852400246 1.504213897 1.8466316455 0.0 1.4617207635 0.9239218719 0.9356640734 1.3331787568 0.9321035349 0.8339235787 0.830636696 0.787442142 0.701595225 
4.9 0.0 0.0 1.010622678 1.4327329112 1.8910736206 2.5242194547 1.3892555962 1.3252570331 1.1080052096 0.9049794193 0.954597682 0.9300636294 1.1553131029 0.8232520398 0.8588359494 
5.1 4.6602965022 0.0 1.2323895195 1.2873206927 1.4795695047 2.3301482511 1.315670744 1.9869570988 1.2723294032 0.8630178708 1.1169475823 0.8966464001 1.0996434956 0.8710883358 0.9326401283 
5.3 0.0 0.0 1.5063430124 1.3769346667 1.2113116841 1.078813298 1.1751073739 2.3543485704 1.3651384974 0.58176006 1.0943032173 0.8517072514 0.7908173478 0.9198723715 0.9525625206 
5.5 0.0 0.0 1.5872792795 1.9425017239 1.1003747804 0.0 1.234426873 1.5531383401 1.3207816746 0.5342875555 0.8311729865 0.808158612 0.9191319618 0.8192205754 1.0332975487 
5.7 3.7309144341 0.0 1.2256744826 1.9041921361 1.1525698776 1.865457217 1.2498563354 0.574533626 1.2132992254 0.4256006095 0.5670132827 0.7446170071 1.1615068776 0.7201047718 1.062093096 
5.9 0.0 0.0 1.1988078448 1.421720307 1.2231640758 0.0 1.1343211398 0.3754780061 1.1592222386 0.417873848 0.4599966149 0.711917838 0.71982954 0.6026106442 0.9416508163 
6.1 0.0 3.8006490703 1.2988567378 0.6111334323 1.0514481441 0.8144248008 1.0135064187 0.5171336624 1.240662035 0.4536647779 0.3878727348 0.6519716099 0.3901374491 0.6207219865 0.7528064749 
6.3 0.0 0.0 1.2188366312 0.4049614265 0.8404509739 1.527080698 1.0211645186 0.9348182868 1.164917673 0.6108322792 0.3838784701 0.6571135851 0.2438413661 0.8260830439 0.6578888343 
6.5 0.0 0.0 1.0557295707 0.5678662971 0.9600964921 0.0 1.0296949713 1.3405225466 0.9638199457 0.6545842129 0.4385753098 0.7694081303 0.1908898041 0.8415216363 0.6485528343 
6.7 0.0 4.0505962916 0.8281219085 1.0628304164 1.1907816578 1.3501987639 1.175423035 1.4552589615 0.8953231531 0.9321372207 0.6394579522 0.8330252148 0.21844336 0.8262780189 0.6921523727 
6.9 0.0 0.0 0.7803424021 1.2038869467 1.2696915591 0.6365330773 1.2476048315 1.4099481848 0.9447812855 0.9995926843 0.8363372529 0.9060788933 0.377377728 0.9095641863 0.8283021822 
7.1 2.2043247649 0.0 0.842096592 1.2476433018 1.255876818 1.1021623825 1.1420183555 1.199769389 1.0031941897 1.1827649648 1.1707528844 1.0047545739 1.3572391486 0.9981283701 1.041769755 
7.3 0.1895638078 2.2747656932 0.9882593178 1.2122536415 1.0441084084 0.0947819039 0.9817298978 1.1429730318 1.0110383803 1.2940889277 1.2723010239 1.096178785 1.5602119818 1.0863193202 1.1478317115 
7.5 0.0 0.0 1.1553567366 0.9094898156 0.8015459184 1.0775347803 0.8458648025 1.115737637 1.0035390602 1.4175568665 1.3495962457 1.1855976895 1.4071337043 1.0681978973 1.2014298365 
7.7 6.1337340741 0.0 1.0635591984 1.0039975589 0.752941714 3.0668670371 0.790191544 0.7741688329 0.974330402 1.3569940075 1.4497670553 1.2980157374 1.8168890931 1.1519534776 1.2762669419 
7.9 0.0 1.9423709626 0.9229859056 1.1085931024 0.7914078287 0.9711854813 0.7670566811 0.5871199174 0.8834687895 1.369731227 1.4665394191 1.2178970571 1.5082908057 1.3408024561 1.2255182674 
8.1 0.0 0.9238202069 0.8742076402 0.9605526206 0.8303056034 0.0 0.8044078912 0.4339016379 0.8209949569 1.2208112956 1.4386862068 1.1944156551 1.397243573 1.3601216836 1.2071916706 
8.3 3.5193491294 1.7596745647 0.8309574333 0.8330953194 0.8324636712 2.1629333191 0.8417110001 0.4300552124 0.8566849483 1.2043994799 1.3674696529 1.1849719263 1.5579173172 1.25433209 1.2353217894 
8.5 0.0 0.8389221698 0.8174830476 0.5338005986 0.8142289117 0.4544161753 0.812667013 0.7200424322 0.8785101416 1.0986773305 1.0889124519 1.2178918709 1.1698071669 1.2245727991 1.1504098542 
8.7 1.6015921219 0.8007960609 0.7512653416 0.4539082599 0.732471016 0.8007960609 0.8015375388 0.9943615767 0.8982863921 0.9870552929 1.0387175767 1.2095965241 0.8414917232 1.2051604757 1.0717519647 
8.9 0.0 1.5304222313 0.7303514981 0.525269172 0.7734514606 0.8927463016 0.8492426326 1.1123620608 0.8761810952 1.0361525329 1.0314376469 1.1560147603 0.8030902388 1.1008465808 1.0357202572 
9.1 0.0 1.4638928475 0.7051083882 0.6909593642 0.9110930192 0.7319464238 0.9068002917 1.087854766 0.8223281447 1.1667768177 1.0881377141 1.1230615992 1.0877551997 1.1045344023 1.0550646844 
9.3 2.8032182753 1.4016091376 0.7091104007 0.9149005968 0.9125011113 2.1024137065 0.9809966177 0.9152876106 0.8587835974 1.2811745747 1.1932409137 1.0876635521 1.1869859092 1.0929946478 1.0607717105 
9.5 0.0 0.0 0.7039454071 0.9470320493 0.8084302333 0.6716086923 0.9821655264 0.9235175855 0.9856232158 1.1482021198 1.2034658077 1.0377518892 1.0264010148 1.0079523413 1.0527246615 
9.7 1.2883999541 2.5767999081 0.7355809367 1.0410795299 0.8198714751 0.9662999656 0.9040273011 1.1913501674 0.9645211938 1.1834192171 1.1415445584 1.0590095492 1.027797657 1.0209230401 1.0757502314 
9.9 0.0 1.2368709667 0.8435918093 0.8744434568 0.9101329355 0.0 0.8883711193 0.8614654645 0.9234695301 1.0701224363 1.0871459192 1.0809984492 1.2014657762 1.0968895302 1.0964414045 
