# Radial distribution function (50 data points):
# "Pair separation distance" 1-1 1-2 1-3 1-4 1-5 2-2 2-3 2-4 2-5 3-3 3-4 3-5 4-4 4-5 5-5
2.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7077632871 8.4310449661 17.1978395104 18.7758987474 6.274931439 11.5719514849 
3.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.793506742 4.7014254403 18.7077553979 17.1738963293 5.8767818004 7.4886175855 
3.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.8034687765 3.7456191905 8.6725490487 6.0422236381 4.9344826378 5.6142327971 
3.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.331917981 2.1516226149 2.971288373 2.5962713939 5.6961299115 4.4427575145 
3.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.3576588407 1.4669383285 1.8107519992 1.0815109642 4.9769532336 2.8439732763 
3.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.2666404225 1.0728031126 1.3616347198 0.7571313976 1.9288823701 1.9919766532 
4.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.221852854 1.3440633396 1.1760554221 1.3701616569 1.6637677262 1.2396700705 
4.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.709240804 1.4595679417 1.5613982632 2.0761521862 1.7943886752 1.2012023363 
4.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9863569294 2.2005583874 1.7976392461 2.0582277273 2.2004079322 1.6993919722 
4.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.641854165 2.443477049 2.6707772396 2.4578212358 2.5136808093 2.2964491344 
4.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.111334202 3.2675979996 2.8885566317 3.5404265705 3.1464113554 3.363405242 
5.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.8663200611 3.8850886051 3.5713857985 4.2592360153 3.3156676406 3.5476062355 
5.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5571870768 4.2901157949 3.8208843799 4.2367496701 3.6461428612 3.1385138685 
5.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.9893470811 3.755574662 3.7763236933 3.2997003145 3.8662697367 3.4719374189 
5.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0068406698 3.8830488091 3.3807638885 3.2072711508 3.127089372 3.6081800447 
5.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.4762894696 2.7046851003 3.2726689713 3.1826003316 2.7256923632 3.5174035843 
6.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.08492749 2.1591482097 2.3615683544 2.5793829113 2.0377124999 2.5572739149 
6.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.3031088623 1.7554015014 1.8107519992 1.3403879216 1.7929415755 1.8758521686 
6.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.4961924867 1.2033586968 1.3370652187 0.7269480801 1.5285381505 1.324084003 
6.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8321224974 1.0207327872 1.2234810805 0.7208526533 1.4081062422 0.8949568958 
6.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9312885071 1.3711210882 1.0744843143 0.6911924828 1.4918237754 0.9331098518 
7.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8810237994 1.693419484 1.3883549446 1.3056061128 1.7435281631 1.4008065585 
7.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.1568148795 1.8963742478 1.961157219 2.4906851063 2.1561922718 2.0275411816 
7.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.2476577342 2.0867210761 2.1536746935 3.4614370168 2.1499911612 2.6472680284 
7.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.8109161584 2.2761645324 2.4667271444 3.3764734653 2.2340228544 2.8815657108 
7.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.302069289 2.3534747197 2.4691369389 2.8210059187 2.3134884988 2.5112225585 
8.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0584082831 2.3343651052 1.8799292753 1.7471513461 2.349040805 2.1087030002 
8.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.2106726383 1.9407672869 1.7767587838 1.4091992744 2.2133186343 1.8968459159 
8.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5510738783 1.4943131464 1.6724144226 1.5410420628 1.6625035062 1.728927733 
8.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.4426192742 1.2439550461 1.5342112235 1.5797021362 1.2916601183 1.5706442111 
8.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.3785136542 1.3313187565 1.184715203 1.412564284 1.0853894682 1.3623628572 
9.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2838882455 1.1673242642 1.2355445134 0.9868754497 1.1325886033 1.0034337626 
9.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.129593142 1.0886284564 1.0124244645 0.6151279239 1.1731821229 0.9829363733 
9.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.2417298488 1.1336928605 0.9876342711 0.6745840536 1.3400521065 1.0057987466 
9.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.1299744782 1.3009086915 1.3342653246 1.0201300419 1.4748165748 1.1731495482 
9.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.348647454 1.5114643269 1.3609583452 1.6340827098 1.5543372351 1.6186932323 
